NOMBRE_ESTABLECIMIENTO,ROL_ESTABLECIMIENTO
ESCUELA BASICA CLAUDIO MATTE,876
ESCUELA JOSE JOAQUIN VALLEJOS,878
ESCUELA BASICA BENJAMIN VICUNA MACKENNA,879
ESCUELA CINCO DE ABRIL,882
ESCUELA BASICA SAN LUIS AMIGO Y FERRER,883
ESCUELA BASICA JUAN FRANCISCO GONZALEZ,884
ESCUELA LA VARIOLA,886
ESCUELA BASICA CAUPOLICAN,887
ESCUELA BASICA BOSQUE DE QUILLAY,888
ESCUELA BASICA PAUL HARRIS,889
ESCUELA PARTICULAR LOS SAPOS,890
ESCUELA PARTICULAR RINCON DE LAS CHILCAS,891
ESCUELA PARTICULAR EL DURAZNO,892
ESCUELA PARTICULAR EL DIVISADERO,893
ESCUELA PARTICULAR LA COLORADA,896
ESCUELA BELGICA,897
ESCUELA LUZ DE LUNA,899
ESCUELA BASICA LA HIGUERA DE QUILE,900
ESCUELA VINA VIEJA,901
ESCUELA BASICA EL TABACO,902
ESCUELA CAMPO LINDO,904
ESCUELA CHALINGA,905
ESCUELA LOS CANELOS,906
ESCUELA HIJOS DEL PERAL,907
ESCUELA TABALI,908
ESCUELA LOS AZAHARES DE CERRO BLANCO,909
ESC.BASICA SAN ANTONIO DE LA VILLA,910
ESCUELA LOS TRIGOS,911
ESCUELA PENA BLANCA,914
ESCUELA MARCOS RIGOBERTO  PIZARRO ARAYA,915
ESCUELA BARRAZA BAJO,916
ESCUELA RINCON DE LA CALERA,917
ESCUELA BASICA LAS NIPAS,922
ESCUELA EL MAQUI DE QUILE,923
ESCUELA LOS ACACIOS,924
ESCUELA BASICA VILLA LOS QUILES,925
ESCUELA ALTAR ALTO,926
ESCUELA BASICA GRANEROS,928
ESCUELA LOS NOGALES,929
ESCUELA SAN ANTONIO DE PADUA,931
ESCUELA UNION CAMPESINA,932
ESCUELA LAS CRUCES,933
ESCUELA BEATRIZ VEGA VEGA,934
ESCUELA SALALA,935
ESCUELA EL ESPINAL,936
ESCUELA ALCONES BAJOS,937
ESCUELA ALMENDRO DE QUILE,939
ESCUELA SAN PEDRO,940
ESCUELA PADRE PABLO DIEHL HARTMAN,943
ESCUELA SOL NACIENTE,945
ESCUELA TERESITA DE LOS ANDES,946
ESCUELA AURORA DE CHILE,947
ESCUELA BASICA LAS AGUILAS,948
ESCUELA EL DURAZNO DE QUILE,949
ESCUELA LA CEBADAS,950
ESCUELA LA CALERA DE SAN JULIAN,951
ESCUELA BASICA LOS CIENAGOS,952
ESCUELA PATRICIO ZEBALLOS,953
ESCUELA EL AJIAL DE QUILE,954
ESCUELA VILLA LOS CORRALES,955
ESCUELA PORTEZUELOS BLANCOS,956
ESCUELA EL CIENAGO,957
COLEGIO PARTICULAR SALI HOCHSCHILD,959
ESCUELA PARTICULAR EL LLANITO,960
ESCUELA ALGARROBO DE HORNILLOS,962
ESCUELA PARTICULAR EL TENIENTE,963
ESCUELA BASICA MUNICIPAL DE ADULTOS,964
LICEO DOMINGO ORTIZ DE ROZAS,967
LICEO POLITECNICO PABLO RODRIGUEZ CAVIEDES,968
ESCUELA BASICA VALLE DEL CHOAPA,969
ESCUELA JUAN CARRASCO RISCO,970
ESCUELA BASICA SAN RAFAEL DE ROZAS,971
ESCUELA BASICA JORGE ARACENA RAMOS,972
ESCUELA BASICA CLEMENCIA VILLARROEL,973
ESCUELA BASICA CAMILO HENRIQUEZ,974
ESCUELA BASICA LAS PALMERAS DE LIMAHUIDA,976
ESCUELA BASICA GRACIELA DIAZ ALLENDE,977
ESCUELA BASICA MATANCILLA,978
ESCUELA BASICA CHOAPA LINDO,981
ESCUELA BASICA VILLA LOS NARANJOS,982
ESCUELA BASICA LAS LILAS DE TUNGA NORTE,983
ESCUELA BASICA TUNGA SUR,984
ESCUELA BASICA ASIENTO VIEJO,985
ESCUELA BASICA LAS CHINCHILLAS DE COCOU,986
COLEGIO SANTA TERESA,987
LICEO PARTICULAR LUIS ALBERTO VERA,988
ESCUELA PARTICULAR LAS CANAS,990
ESCUELA PARTICULAR QUEBRADA EL PERAL,991
ESCUELA PARTICULAR CANELILLO ALTO,993
ESCUELA PARTICULAR RINCON DEL ROMERO,994
ESCUELA PARTICULAR CAREN,995
ESCUELA PARTICULAR EL LANCO,996
ESCUELA PARTICULAR QUEBRADA DE CARCAMO,997
ESCUELA PARTICULAR ILTA,998
ESCUELA PARTICULAR 18 DE SEPTIEMBRE,999
ESCUELA PARTICULAR SAN ENRIQUE,1000
ESCUELA PARTICULAR HERMINIA RAMOS,1001
ESCUELA PARTICULAR EL SOCAVON,1002
ESCUELA PARTICULAR SAN ROMUALDO,1003
ESCUELA PARTICULAR LA CAPILLA,1004
ESCUELA PARTICULAR RINCON DE TUNGA,1005
ESCUELA MANUEL JOSE IRARRAZAVAL,1006
ESCUELA PARTICULAR CANAS DE MICHIO,1007
ESCUELA PARTICULAR QUILLAICILLO,1008
ESCUELA PARTICULAR CUYUNTAGUA,1010
ESCUELA PARTICULAR MACUCO,1011
LICEO DE SALAMANCA,1013
ESCUELA MATILDE SALAMANCA,1014
ESCUELA BASICA DIAGUITAS DE CHALINGA,1015
ESCUELA TRANQUILLA,1016
ESCUELA BASICA BERTA HIDALGO BARAHONA,1017
ESCUELA EL TAMBO,1018
ESCUELA BASICA  CHILLEPIN,1019
ESCUELA BASICA GUISELA GAMBOA SALINAS,1020
ESCUELA ZAPALLAR,1021
ESCUELA COIRON,1022
ESCUELA BASICA EL TEBAL,1023
ESCUELA LLIMPO,1024
ESCUELA LA HIGUERILLA,1025
ESCUELA BASICA QUELEN BAJO,1027
ESC.BASICA GUILLERMO BARRIOS VARGAS,1030
ESCUELA BASICA JULIO ECHAVARRIA,1031
ESCUELA BASICA SAN AGUSTIN,1032
ESCUELA BASICA PANGUESILLO,1033
ESCUELA LOS CORRALES,1034
COLEGIO PARTICULAR SAN FRANCISCO DE ASIS,1036
ESCUELA PARTICULAR HUANQUE,1037
ESCUELA PARTICULAR EL PALQUIAL,1038
ESCUELA BASICA JORQUERA,1039
ESCUELA PARTICULAR LAS JARILLAS,1040
ESCUELA PARTICULAR CAJON DE QUELEN,1041
ESCUELA MUNICIPAL COLLIGUAY,1042
ESCUELA PARTICULAR MANQUEHUA,1044
ESCUELA PARTICULAR PUNTA NUEVA,1045
ESCUELA PARTICULAR PLANTA PELADEROS,1046
ESCUELA PARTICULAR VALLE CAMISAS,1047
LICEO NICOLAS FEDERICO LOHSE VARGAS,1048
COLEGIO DIEGO DE ALMAGRO,1049
ESCUELA BASICA ERCOLE BENCINI,1050
ESCUELA BASICA TERESA CANNON DE B.,1051
ESCUELA BASICA PABLO BARRIOLHET,1052
ESCUELA BASICA FORJADORES DE CHILE,1053
ESCUELA,1054
ESCUELA LOS MAQUIS,1055
ESCUELA CLARA VIAL ORREGO,1059
ESCUELA TILAMA,1061
ESC.PDTE.FEDERICO ERRAZURIZ ECHAURREN,1062
ESCUELA,1063
ESCUELA BASICA EL QUELON,1064
ESCUELA BASICA EL MANZANO,1065
ESCUELA PARTICULAR DIVINA PROVIDENCIA,1066
ESCUELA PARTICULAR CULIMO,1068
ESCUELA PARTICULAR MINA LAS VACAS,1069
ESCUELA PARTICULAR PUPIO,1070
ESCUELA PARTICULAR EL ROMERO,1071
ESCUELA PARTICULAR INFIERNILLO,1072
ESCUELA PARTICULAR EL RINCON,1073
ESCUELA PARTICULAR MAIMALICAN,1076
ESCUELA MUNICIPAL CANELA BAJA,1077
ESCUELA BASICA JUAN ANTONIO RIOS,1078
ESC.BASICA JOSE ANTONIO ECHAVARRIA,1080
ESC.BASICA EUSEBIO LILLO ROBLES,1081
ESC.BASICA MERCEDES MARIN DEL SOLAR,1082
ESCUELA BASICA CARQUINDANO,1083
ESCUELA BASICA JABONERIA,1084
ESCUELA BASICA PABLO NERUDA,1085
ESCUELA BASICA MARIANO LATORRE,1086
ESCUELA BASICA CANELA ALTA,1087
ESC.BASICA CARLOS IBANEZ DEL CAMPO,1090
ESCUELA BASICA MINCHA NORTE,1092
ESCUELA BASICA ATELCURA ALTA,1093
ESCUELA BASICA POZA HONDA,1094
ESCUELA BASICA SARGENTO ALDEA,1095
ESCUELA BASICA  LOS POZOS,1096
ESCUELA BASICA ESPIRITU SANTO,1097
ESCUELA VIOLETA PARRA,1099
ESC.BASICA CARLOS VIAL ESPANTOSO,1100
ESCUELA BASICA JOSE MIGUEL CARRERA,1101
ESCUELA BASICA  BALDOMERO LILLO FIGUEROA,1102
ESCUELA BASICA  VICTOR DOMINGO SILVA,1103
ESCUELA LA CORTADERA,1104
ESCUELA BASICA MARTA BRUNETT,1108
ESCUELA BASICA GABRIELA MISTRAL,1109
ESCUELA PARTICULAR EL POTRERO,1112
ESCUELA BASICA SALVADOR REYES,1113
ESCUELA PARTICULAR EL CHILCAL,1114
ESC.BASICA JUAN GUZMAN CRUCHAGA,1115
ESCUELA PARTICULAR CANELILLA,1116
ESCUELA PARTICULAR LOS TOMES,1117
COLEGIO PARTICULAR SANTA MARIA,1119
CENTRO DE EDUCACION DE ADULTOS LA LIGUA,1120
LICEO PULMAHUE DE LA LIGUA,1121
ESCUELA REPUBLICA DE VENEZUELA,1122
ESCUELA GABRIELA MISTRAL,1123
ESCUELA DIEGO PORTALES,1125
ESCUELA COMUNIDADES DE VALLE HERMOSO,1128
ESCUELA ANGEL MENAY,1129
ESC. BASICA LOS HORNOS DE HUAQUEN,1130
ESC. BASICA CASAS VIEJAS DE LONGOTOMA,1131
ESCUELA BASICA POZA VERDE,1132
ESC.BASICA LAS CASAS DE HUAQUEN,1133
CARMEN SANCHEZ ARAYA,1134
ESCUELA BASICA LOS MOLLES,1135
ESCUELA BASICA PUYANCON,1136
ESCUELA BASICA HORTENCIA POWELL S.,1137
ESCUELA MINISTRO GOMEZ MILLAS,1139
ESCUELA BASICA CARLOS ARIZTIA RUIZ,1140
ESCUELA LA CANELA,1142
ESCUELA BASICA QUEBRADILLA,1143
ESCUELA BASICA PICHICUY,1144
ESCUELA ENRIQUE DOLL ROJAS,1145
ESCUELA FERNANDO GARCIA OLDINI,1147
LICEO JOSE MANUEL BORGONO NUNEZ,1148
LICEO CORDILLERA,1149
ESCUELA BASICA NEFTALI REYES B.,1150
ESCUELA BASICA VILLA SANTA ANA,1151
ESCUELA EDUARDO FREI MONTALVA,1152
ESCUELA BASICA EL CRUCERO,1153
ESCUELA RAUL ESCOBAR VARAS,1154
ESCUELA BASICA G-24,1156
ESCUELA BASICA LOS ALAMOS  EL SOBRANTE,1157
ESCUELA BASICA BENANCIO PEREZ,1158
ESCUELA HOGAR FRONTERIZA DE CHALACO,1160
ESCUELA BASICA PEDEGUA,1161
ESCUELA PARTICULAR JUAN PABLO II,1162
COL. CATOLICO  PDTE.MANUEL MONTT,1164
COLEGIO SAGRADO CORAZON,1166
LICEO Y ESCUELA MUNICIPAL,1167
ESCUELA HANS WENKE,1168
ESCUELA BASICA VALLE DE ARTIFICIO,1170
ESCUELA BASICA LA FRONTERA DE ALICAHUE,1171
ESCUELA ESTER SILVA SOMARRIVA BARTOLILLO,1173
ESCUELA BASICA SAN LORENZO,1174
ESCUELA LOS MOLINOS,1176
ESCUELA BASICA LA VINA,1178
ESCUELA BASICA MANUEL RODRIGUEZ,1179
ESCUELA BASICA G-45,1180
ESCUELA BASICA LOS ANGELES,1181
ESCUELA BASICA G-47,1182
LICEO DE ZAPALLAR,1183
ESCUELA BASICA MERCEDES MATURANA GALLARDO,1184
ESCUELA BALNEARIO CACHAGUA,1185
ESCUELA RURAL CRUCE FUTAHUENTE,1189
COLEGIO PARROQUIAL FRANCISCO DIDIER,1190
ESCUELA PAPUDO,1191
ESCUELA DIEGO PORTALES PALAZUELOS,1192
LICEO MAXIMILIANO SALAS MARCHAN,1194
LICEO COMERCIAL DE LOS ANDES,1195
LICEO TECNICO AMANCAY,1196
ESCUELA ESPANA,1197
LICEO DE NINAS REPUBLICA ARGENTINA,1198
LICEO DE HOMBRES AMERICA,1199
ESCUELA JOHN KENNEDY,1200
ESCUELA BASICA F-128,1202
ESCUELA GABRIELA MISTRAL,1203
ESCUELA BASICA GRAL.JOSE MIGUEL CARRERA,1204
C.E.I.A  DR. OSVALDO ROJAS GONZALEZ,1206
ESCUELA BASICA RIO BLANCO,1208
ESCUELA EL SAUCE,1210
ESCUELA IGNACIO CARRERA PINTO,1211
ESCUELA JUAN GOMEZ MILLAS,1212
LICEO PARTICULAR MIXTO LOS ANDES,1213
COLEGIO MARIA AUXILIADORA,1214
ESCUELA PARTICULAR SAN JOSE,1215
ESCUELA PARTICULAR HUMBERTO CASARINO,1216
LICEO SANTA CLARA,1217
ESCUELA PARTICULAR JEAN PIAGET,1218
ESCUELA PARTICULAR METODISTA E.DEL NINO,1220
COLEGIO  ALCAZAR,1221
INSTITUTO CHACABUCO,1225
"COLEGIO ""MARIA MONTESSORI""",1226
COLEGIO PARTICULAR BREGA COLLEGE,1229
ESCUELA BASICA REPUBLICA DEL BRASIL,1233
ESC. BASICA SILVIO ZENTENO VERGARA,1234
ESCUELA LO CALVO,1235
ESCUELA PADRE ALBERTO MUNOZ,1237
ESCUELA INCLUSIVA SAN LORENZO,1238
ESCUELA HERMANO FERNANDO DE LA FUENTE,1239
ESCUELA RIO COLORADO,1240
ESCUELA EL COBRE,1243
ESCUELA SAN FRANCISCO,1244
ESCUELA EL CORAZON,1245
ESCUELA EL HIGUERAL,1246
ESCUELA BASICA MARIA ISABEL DE BROWN,1247
ESCUELA BASICA LA PAMPILLA,1248
ESCUELA BASICA PEDRO AGUIRRE CERDA,1249
ESCUELA VICTOR KOERNER,1250
ESCUELA BASICA CRISTO REDENTOR,1251
ESCUELA BASICA VALLE ALEGRE,1252
INSTITUTO AGRICOLA PASCUAL BABURIZZA,1255
COLEGIO PARTICULAR SAN JOSE,1256
ESCUELA PERFECTO DE LA FUENTE DEL VILLAR,1257
ESCUELA BASICA EMIGDIO GALDAMES ROBLES,1258
ESCUELA BASICA MANUEL LEON SALINAS,1259
LICEO PARROQUIAL TERESITA DE LOS ANDES,1260
LICEO DOCTOR ROBERTO HUMERES O.,1261
LICEO INDUSTRIAL GUILLERMO RICHARDS CUEVA,1262
LICEO DE NINAS CORINA URBINA,1263
LICEO SAN FELIPE,1264
ESCUELA BASICA BERNARDO O HIGGINS R.,1265
ESCUELA MANUEL RODRIGUEZ ERDOIZA,1266
ESCUELA BASICA JOSE DE SAN MARTIN,1268
ESCUELA JOHN F KENNEDY,1269
ESCUELA JOSE ANTONIO MANZO DE VELASCO,1271
ESCUELA SAN RAFAEL,1273
ESCUELA ALMENDRAL,1274
ESCUELA BUEN PASTOR,1275
ESCUELA CARMELA CARVAJAL DE PRAT,1279
ESCUELA 21 DE MAYO,1280
ESCUELA REPUBLICA ARGENTINA,1281
ESCUELA BUCALEMITO,1282
ESCUELA HERIBERTO BERMUDEZ CRUZ,1283
ESCUELA MATEO COKLJAT K,1285
ESCUELA BASICA CAROLINA OCAMPO GARCIA,1286
ESCUELA JOSE BERNARDO SUAREZ,1287
INSTITUTO ABDON CIFUENTES,1288
COLEGIO ASSUNTA PALLOTA,1289
COLEGIO SANTA JUANA DE ARCO,1290
COLEGIO JOSE AGUSTIN GOMEZ,1291
COLEGIO ALONSO DE ERCILLA,1292
COLEGIO PARTICULAR PUMANQUE,1294
ESCUELA AGRICOLA DE SAN FELIPE,1300
LICEO MANUEL MARIN,1301
LICEO   REPUBLICA DE ESTADOS UNIDOS,1302
ESCUELA PASO HISTORICO EL TARTARO,1304
ESCUELA RENACER,1305
ESCUELA SAN ALBERTO,1307
ESCUELA ALEJANDRINA CARVAJAL ASPEE,1308
ESCUELA EDUARDO BECERRA BASCUNAN,1309
ESCUELA MARIA LEIVA DE IBANEZ,1310
ESCUELA EL AVE MARIA,1311
ESC. BAS. GASTON ORMAZABAL CABRERA,1312
ESCUELA CATAN DABIKE,1313
ESCUELA MARIE POUSSEPIN,1316
LICEO DARIO SALAS,1318
ESCUELA MARIA ESPINDOLA CASTRO,1319
ESCUELA GUILLERMO BANADOS HONORATO,1321
ESCUELA LA HIGUERA,1322
ESCUELA DAVID DEL CURTO,1323
ESCUELA BASICA LAS CABRAS,1325
ESCUELA JULIO TEJEDOR ZUNIGA,1326
COLEGIO SANTA MARIA DE ACONCAGUA,1327
ESCUELA INDEPENDENCIA,1328
ESCUELA EMA LOBOS REYES,1329
ESCUELA EL ESCORIAL,1330
ESCUELA BASICA FRAY CAMILO HENRIQUEZ,1331
ESCUELA BASICA VINA ERRAZURIZ,1332
ESCUELA JORGE BARROS BEAUCHEF,1333
LICEO POLITECNICO LLAY LLAY,1335
ESCUELA AGUSTIN EDWARDS,1336
ESCUELA HEROES DE IQUIQUE,1337
ESCUELA NACIONES UNIDAS,1338
ESCUELA ELISA LATAPIAT VARGAS,1339
ESCUELA HERMINIA ORTEGA DE CROXATO,1340
ESCUELA BASICA EL PORVENIR,1341
ESCUELA LAS PALMAS,1342
ESCUELA LAS PENAS,1343
ESCUELA ENRIQUE MEIGGS,1344
ESCUELA LAS VEGAS,1345
ESCUELA JORGE PRIETO LETELIER,1346
LICEO MENESIANO SAGRADO CORAZON,1347
COLEGIO SALVADOR GONZALEZ,1349
ESC.PARTICULAR MARIA LETELIER DE PRIETO,1350
ESCUELA MARIA TERESA DEL CANTO,1352
ESCUELA SAN JOSE DE CATEMU,1353
LICEO CHAGRES,1354
ESCUELA EL COBRE,1355
ESC REBECA JOHNSON GARCIA-HUIDOBRO,1356
ESCUELA BASICA EL NILHUE,1358
ESCUELA BASICA LOS CERRILLOS,1359
ESCUELA BASICA SANTA MARGARITA,1360
COLEGIO PARTICULAR CALIFORNIA,1361
ESCUELA AGRICOLA SALESIANA F. HUIDOBRO,1362
LICEO SANTIAGO ESCUTI ORREGO,1363
LICEO CIUDAD DE QUILLOTA,1364
LICEO COMERCIAL DE QUILLOTA,1366
ESCUELA BASICA REPUBLICA ARGENTINA,1367
ESCUELA BASICA CANADA,1368
ESCUELA BASICA ABRAHAM LINCOLN,1369
ESCUELA BASICA REPUBLICA DE MEXICO,1370
ESCUELA BASICA ARAUCO,1371
ESCUELA BASICA,1373
ESCUELA BASICA RAMON FREIRE,1376
ESCUELA NUESTRO MUNDO,1377
ESCUELA BASICA ABEL GUERRERO AGUIRRE,1378
ESCUELA BASICA EL BOCO,1384
ESCUELA BASICA LA PALMA,1385
ESCUELA  CRISTINA DURAN,1389
ESCUELA BASICA LAS PATAGUAS,1390
LICEO COMERCIAL PARTICULAR,1391
COLEGIO FRANCISCO DE MIRANDA,1392
COLEGIO NIÃO JESUS DE PRAGA,1393
ESCUELA PART. SAGRADOS CORAZONES,1394
COLEGIO SAN PEDRO NOLASCO DE QUILLOTA,1395
ESC.PART INDUSTRIAL E.BERTELSEN TEMPLE,1397
COLEGIO SAN LUIS,1400
COL.NTRA.SEÃORA DEL HUERTO,1403
INSTITUTO RAFAEL ARIZTIA,1404
COLEGIO INGLES DE QUILLOTA,1405
COLEGIO ROBERT AND ROSE,1412
COLEGIO QUILLOTA ENGLISH COLLEGE,1413
COLEGIO LEONARDO DA VINCI,1414
ESCUELA BASICA MARIA ALONSO CHACON,1416
ESCUELA  DE BOLONIA,1417
ESCUELA BASICA,1418
ESCUELA DOMINGO SANTA CRUZ WILSON,1419
LICEO SAN ISIDRO,1421
LICEO PEDRO DE VALDIVIA,1422
ESCUELA BASICA JOSEFINA HUICI,1423
ESCUELA BASICA IRMA SAPIAIN,1424
ESCUELA BASICA LAS ACACIAS,1425
ESCUELA BASICA PALESTINA,1427
ESCUELA BASICA GABRIELA MISTRAL,1430
ESCUELA BASICA SANTA ROSA DEL HUERTO,1431
ESCUELA BASICA EL LIBERTADOR,1433
ESCUELA BASICA VILLA LA FLORIDA,1435
LICEO PARTICULAR SAN JOSE,1436
COLEGIO TERESA BROWN DE ARIZTIA,1437
COLEGIO SAULO DE TARSO,1438
ESCUELA PARTICULAR LUCERO,1440
BARRIO ESTADIO MUNICIPAL,1441
COLEGIO JOHN CRANE,1442
LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO,1443
LICEO MUNICIPAL JUAN RUSQUE PORTAL,1444
ESCUELA BASICA EL MELON,1445
ESCUELA BASICA ULDA ARACENA GONZALEZ,1447
ESCUELA BASICA LA PENA,1448
LICEO FELIPE CORTES,1449
COLEGIO SANTA ISABEL,1450
LICEO MUNICIPAL LUIS LABORDA,1453
ESCUELA ADRIANA RIQUELME NUNEZ,1454
ESCUELA MONICA HURTADO EDWARDS,1455
ESCUELA ANA JESUS IBACACHE,1456
ESCUELA BASICA BENJAMIN MATTE LARRAIN,1457
ESCUELA BASICA LA SOMBRA,1458
ESCUELA BASICA RABUCO,1459
ESCUELA BASICA CALIXTO OVALLE URZUA,1460
ESCUELA MONTE CARMELO,1461
ESCUELA BASICA LOS TILOS DE HUALCAPO,1462
LICEO DE LIMACHE,1464
ESCUELA COEDUC TTE HERNAN MERINO CORREA,1465
ESCUELA BASICA,1466
ESCUELA ESPECIAL GABRIELA MISTRAL,1467
ESCUELA BASICA BRASILIA,1468
ESCUELA BASICA HEROES DE CHILE,1469
ESCUELA LIMACHITO,1471
ESCUELA BASICA LOS MAITENES,1472
ESCUELA TABOLANGO,1473
ESCUELA BASICA PUENTE COLMO,1474
ESC. BASICA TRANQUE LLIU LLIU,1475
COLEGIO DE LA SANTA CRUZ,1478
ESCUELA ROSA MARTINEZ,1479
COLEGIO INGLES RELIGIOSAS PASIONISTAS,1481
COLEGIO LIMACHE COLLEGE,1482
ESC PART MICAELA DESMAISSIERES,1483
ESCUELA PARTICULAR INST. SANTA MARIA,1484
ESCUELA MONTEVIDEO,1488
LICEO DE OLMUE,1489
ESCUELA BÃSICA QUEBRADA DE ALVARADO,1490
ESCUELA BASICA LO NARVAEZ,1491
ESCUELA LA DORMIDA,1493
ESCUELA LA RAMAYANA,1495
ESCUELA LAS PALMAS,1496
ESCUELA LA LOMA DE LA VEGA,1497
ESCUELA LAS BELLOTAS DE LA VEGA,1498
COLEGIO PART. IGNACIO CARRERA PINTO,1500
INST.SUP.COMERCIO FCO.ARAYA BENNET,1502
ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO,1503
LICEO TECNICO VALPARAISO,1504
CENTRO EDUCATIVO FLORIDA,1506
ESCUELA ESPECIAL DE ADULTOS CARCEL,1507
CENTRO EDUCATIVO REINO DE SUECIA,1511
ESCUELA  HERNAN OLGUIN,1514
LICEO EDUARDO DE LA BARRA,1515
LICEO POLITECNICO ALFREDO NAZAR FERES,1516
LICEO MATILDE BRANDAU DE ROSS,1517
LICEO MARIA LUISA BOMBAL,1518
LICEO BARON,1519
LICEO VALPARAISO,1520
LICEO DE NINAS MARIA FRANCK DE MACDOUGAL,1521
COLEGIO PEDRO MONTT,1522
ESCUELA NACIONES UNIDAS,1523
ESCUELA REPUBLICA ARABE SIRIA,1524
INSTITUTO TECN.PROF.MARITIMO DE VALPSO,1525
ESCUELA REPUBLICA DEL PARAGUAY,1526
ESCUELA  GASPAR CABRALES,1528
ESCUELA GRECIA,1529
ESCUELA ALEMANIA,1533
ESCUELA REPUBLICA DEL URUGUAY,1534
ESCUELA AMERICA,1536
ESCUELA RAMON BARROS LUCO,1537
ESCUELA JUAN JOSE LATORRE B,1538
ESCUELA BLAS CUEVAS RAMON ALLENDE,1540
ESCUELA REPUBLICA DE EL SALVADOR,1541
ESCUELA JOAQUIN EDWARDS BELLO,1542
ESCUELA JORGE ALESSANDRI RODRIGUEZ,1543
ESCUELA JAPON,1545
ESCUELA CARABINERO PEDRO A.CARIAGA M.,1547
ESCUELA DIEGO PORTALES PALAZUELOS,1548
ESCUELA REPUBLICA DE MEXICO,1549
ESCUELA PACIFICO,1550
ESCUELA MONTEDONICO,1551
ESCUELA ESPANA,1553
ESCUELA REPUBLICA DE BOLIVIA,1554
ESCUELA REPUBLICA DE ISRAEL,1555
ESCUELA ELEUTERIO RAMIREZ,1556
ESCUELA VILLA BERLIN,1557
ESCUELA BASICA FEDERICO ALBERT,1559
ESCUELA JUAN WACQUEZ MOURFIN,1563
ESCUELA BASICA DAVID BEN GURION,1567
ESCUELA REPUBLICA ARGENTINA,1568
ESCUELA  PILOTO 1Â° LUIS PARDO VILLALON,1569
ESCUELA BASICA CIRUJANO VIDELA,1570
ESCUELA SAN JUDAS TADEO,1571
ESCUELA  DR. ERNESTO QUIROZ WEBER,1573
ESCUELA BASICA LAGUNA VERDE,1577
ESCUELA TTE. JULIO A. ALLENDE OVALLE,1578
LICEO SANTA TERESA,1579
COLEGIO PRESBIT. DAVID TRUMBULL,1580
LICEO JUANA ROSS DE EDWARDS,1581
COLEGIO LUTERANO CONCORDIA,1582
COLEGIO JEANNE DARC VALPARAISO,1583
COLEGIO NOCTURNO RUBEN CASTRO,1584
LICEO COEDUCACIONAL LA IGUALDAD,1585
COLEGIO CARLOS COUSINO,1586
COLEGIO MARIA AUXILIADORA,1587
COLEGIO NTRA.SRA.DE LA MISERICORDIA,1588
COLEGIO SALESIANO VALPARAISO,1590
ESCUELA PARTICULAR SANTA ANA,1593
COLEGIO PARTICULAR SAN DAMIAN,1594
COLEGIO ARTURO EDWARDS,1595
COLEGIO SAN IGNACIO DE LOYOLA,1596
ESCUELA PARTICULAR SAN LUIS,1597
COLEGIO PARTICULAR ADVENTISTA,1598
COLEGIO SAGRADO CORAZON DE JESUS,1599
COLEGIO PATROCINIO SAN JOSE,1600
ESC SAGRADA FAMILIA DE NAZARET,1601
COLEGIO ESPERANZA,1602
COLEGIO PARTICULAR SAN PIO X,1603
COLEGIO LEONARDO MURIALDO,1604
ESC. NÂ° 230 VACCAREZZA,1606
COLEGIO TERESITA DE LISIEUX,1607
ESC PART FRAY LUIS BELTRAN,1609
COLEGIO ALBERTO HURTADO SEGUNDO,1610
COLEGIO DABRUNA,1617
COLEGIO PARTICULAR JUNIOR SCHOOL 2,1619
COLEGIO MIGUEL DE UNAMUNO,1620
LICEO MIXTO JOSE MIGUEL CARRERA,1621
COLEGIO INTERNACIONAL,1629
COLEGIO DE LOS SAGRADOS CORAZONES,1631
COL. IDA.CONCEPC. NTRA.SRA.LOURDES,1632
SEMINARIO SAN RAFAEL,1634
COLEGIO AGUSTIN EDWARDS,1635
SCUOLA ITALIANA ARTURO DELL'ORO,1638
COLEGIO SAN PEDRO NOLASCO,1641
ESCUELA PARTICULAR WINDSOR SCHOOL,1644
COL. PART. CONSTANCIO VIGIL,1650
COLEGIO SAN VICENTE,1653
COL.PRESB.DAVID TRUMBULL ANEXO,1657
ENGLISH COLLEGE VILLA PLACERES,1662
INSTITUTO SUPERIOR DE COMERCIO ALBERTO BL,1663
LICEO INDUSTRIAL DE VINA DEL MAR,1664
C.E.I.A. LOS CASTANOS,1666
ESCUELA ESPECIAL ADOLFO TANNENBAUM  B.,1667
LICEO JOSE FRANCISCO VERGARA ETCHEVERS,1672
LICEO BENJAMIN VICUNA MACKENA,1674
LICEO GUILLERMO RIVERA COTAPOS,1675
LICEO VIÃA DEL MAR,1676
ESCUELA BASICA REPUBLICA DEL ECUADOR,1677
ESCUELA UNESCO,1678
ESCUELA ORLANDO PENA CARVAJAL,1680
COLEGIO REPUBLICA DE COLOMBIA,1681
COLEGIO MIRAFLORES,1682
ESCUELA BASICA SANTA JULIA,1683
ESCUELA LIBERTADOR  BERNARDO O^HIGGINS,1684
ESCUELA DR. OSCAR MARIN SOCIAS,1685
ESCUELA TEODORO LOWEY,1686
ESCUELA ALMIRANTE LUIS GOMEZ CARRENO,1688
ESCUELA ORO NEGRO,1689
ESCUELA LORD COCHRANE,1691
ESCUELA REPUBLICA DE GUATEMALA,1692
ESCUELA BASICA 21 DE MAYO,1693
